text,label
Bro estimate cost for bililng gateway ok,cost_estimation
set Isha as absent tomorrow,absence
attendance summary on 2025-09-01,absence
Who took pto in august,absence
record Sara as on leave on 2025-09-01 asap,absence
log Neha as chutti tomorrow,absence
yo who had PTO for the past 2 weeks,absence
Draft a tdo for mobile app thanks,tdo_drafting
put Rohit on leave today thanks,absence
Pls put aman on leave tomorrow ok,absence
ASSISTANT RECORD IHSA AS ON LEVAE TOMORROW THANKS,absence
ASSISTANT MARK ROHIT ABSENT ON 2025-09-01 URGENT,absence
yo who took PTO for the last 10 days,absence
pls who is on leave netx monht 🙏,absence
who took PTO yesterday,absence
assistant log Vikram as absent on 2025-09-01,absence
HI MARK SARA ABSENT ON 2025-09-01 ASAP,absence
absentee ballot,OUT_OF_SCOPE
prepare an architecture doc for data pipeline 🙏,tdo_drafting
flag Priya on PTO today,absence
show absences on Friday,absence
ASSISTANT SET AISHA AS ABSETN TOMORROW,absence
TCO estiamte for mobile app,cost_estimation
WHO TOOK PTO ON 2025-09-01 🙏,absence
hi flag Nitin on PTO today,absence
attendance report for the last 10 days,absence
put Aisha on leave tomorrow,absence
TCO estimate for billing gaetway,cost_estimation
logout please,OUT_OF_SCOPE
HI CAPEX/OPEX FOR INVOICE MICROSERVICE OK,cost_estimation
mark Anil chutti today,absence
hi mark Kiran absent today asap,absence
who had PTO yesterday,absence
maternity leave policy pdf,OUT_OF_SCOPE
absorption costing example,OUT_OF_SCOPE
draft spec for analytics dashboard,tdo_drafting
show absences on Monday 🚀,absence
bro put Gaurav on leave tomrorow,absence
who was asbent last month,absence
rough budget for mobile app,cost_estimation
capex/opex for Kubernetes migration,cost_estimation
capex/opex for invoice microservice,cost_estimation
Hi flag manju on pto today,absence
flag Pooja on PTO today,absence
put Sara on leave on 2025-09-01,absence
set Sneha as absent today,absence
set Sanjay as absent on 2025-09-01,absence
put Sneha on leave tomorrow 🙏,absence
put Gaurav on leave today,absence
create a technical design outline for chat service,tdo_drafting
Put manju on leave tomorrow,absence
YO ABSENT LIST THIS WEEK ASAP,absence
Hi mark sanjay chutti tomorrow,absence
pls mark Sanjay absent on 2025-09-01 🙏,absence
put Aisha on leave tomrorow,absence
put Ravi on leave on 2025-09-01,absence
ROUGH BUDGET FOR INVENTORY SYSTEM,cost_estimation
rough budget for analytics dashboard,cost_estimation
HEY WHAT'S THE WETAHER IN PAIRS URGENT,OUT_OF_SCOPE
mark Neha absent on 2025-09-01,absence
ATTENDANCE REPORT ON FRIDAY 🚀,absence
who had PTO between 2 Jan and 7 Jan,absence
Bro who was out yesterday 🙏,absence
mark Rohit absent tomorrow,absence
hi draft spec for aanlytics dashboard urgent,tdo_drafting
mark Rohit absent on 2025-09-01,absence
LOG GAURAV AS ABSENT TODAY,absence
YO COST PREDICTION FOR REACT FRONT-END,cost_estimation
draft spec for payroll sevrice thanks,tdo_drafting
attendance report last month 🚀,absence
PUT SANJAY ON LEAVE TODAY,absence
mark Manju absent on 2025-09-01,absence
set Neha as absent tomorrow,absence
yo who was out today,absence
ASSISTANT WHO HAD PTO BETWEEN 1ST AND 7TH,absence
attendance report today,absence
create a technical design outline for notification system,tdo_drafting
assistant set Kiran as absent today,absence
rough budget for chat service,cost_estimation
mark Sara absent on 2025-09-01 🚀,absence
bro kaun all were out for the last 10 days thanks,absence
translate hola to english,OUT_OF_SCOPE
BRO CREATE A TECHNICAL DESIGN OUTLINE FOR ABSENCE API,tdo_drafting
bro flag Vikram on PTO today ok,absence
Assistant draft spec for absence api,tdo_drafting
Hi show absences for the past 2 weeks,absence
TELL ME A JOKE,OUT_OF_SCOPE
flag Sneha on PTO on 2025-09-01,absence
Assistant who took pto on friday,absence
flag Sara on PTO todya,absence
rough budget for Kubernetes migration,cost_estimation
TCO estimate for inventory system,cost_estimation
TCO estimate for reservation API,cost_estimation
Who all were out today,absence
put Anil on leave today,absence
flag Meera on PTO tomorrow,absence
mark Isha absent tomorrow,absence
assistant forecast budget for reservation API asap,cost_estimation
set Pooja as chutti on 2025-09-01,absence
hey draft a TDO for billing gateway thanks,tdo_drafting
What is the budget for etl pipeline 🙏,cost_estimation
Bro who is on leave betwene 1st and 7th,absence
Log vikram as chutti todya ok,absence
what's the weather in Paris,OUT_OF_SCOPE
rough budget for billing gateway thanks,cost_estimation
yo set Neha as absent tomorrow ok,absence
Chutti sttaus for on 2025-09-01,absence
sketch technical design for inventory sytsem urgent,tdo_drafting
record Arjun as on chutti on 2025-09-01,absence
TCO ESTIMATE FOR INVENTORY SYSTEM,cost_estimation
bro record Mnaju as on leaev tomorrow,absence
flag Arjun on PTO tomorrow,absence
outline architecture for notification system,tdo_drafting
bro preprae an architecture doc for chta service urgent,tdo_drafting
hi anyone on sick leave today,absence
estimate cost for inventory system urgent,cost_estimation
Bro set deepa as absent tomorrow,absence
bro capex/opex for notification system asap,cost_estimation
leave status for last week,absence
create a technical design outline for data pipeline,tdo_drafting
create a technical design outline for payroll service,tdo_drafting
forecast budget for chat service thanks,cost_estimation
bereavement leave policy doc,OUT_OF_SCOPE
pls rough budget for ETL pipeline,cost_estimation
BALLPARK COSTS FOR MOBILE APP,cost_estimation
set Vikram as absent tomorrow,absence
flag Aman on PTO tomorrow,absence
attendance report for the pats 2 weeks,absence
assistant banado HLD for invoice microservice,tdo_drafting
HI WHO ALL WERE OUT YESTERDAY,absence
pls rough budget for authentication service,cost_estimation
mark Aisha absent on 2025-09-01,absence
BRO BALLPARK COSTS FOR ETL PIPELINE,cost_estimation
draft HLD for billing gateway,tdo_drafting
set Raj as chutti today,absence
absent list for the last 10 days,absence
Yo todo list for tomorrow asap,OUT_OF_SCOPE
Log anil as absent on 2025-09-01 ok,absence
record Sara as on leave tomorrow,absence
CREATE A TECHNICAL DESIGN OUTLINE FOR ANALYTICS DASHBOARD,tdo_drafting
outline architecture for payroll service,tdo_drafting
WHAT IS THE BUDGET FOR NOTIFICATION SYSTEM,cost_estimation
log Sara as absent on 2025-09-01,absence
log Gaurav as absent today,absence
Tco andaza for mobile app,cost_estimation
Put aman on levae today 🙏,absence
RECORD DEEPA AS ON LEAVE TODAY OK,absence
hey log Rohit as absent tomorrow,absence
log Sneha as absetn todya,absence
bro set Pooja as chutti tomorrow,absence
kaun all were out on Monday,absence
yo draft a TDO for reporting module thanks,tdo_drafting
who is on leave next week,absence
who was absent for Q3,absence
forecast budget for authentication service,cost_estimation
TCO ESTIMATE FOR KUBERNETES MIGRATION 🚀,cost_estimation
sketch technical design for ETL pipeline,tdo_drafting
sketch technical design for ETL pipeline,tdo_drafting
absent list on Monday,absence
yo mark Ravi absent tomorrow thanks,absence
attendance report on 2025-09-01,absence
mark Aisha absent on 2025-09-01,absence
set Ravi as absent on 2025-09-01,absence
put Arjun on leave today,absence
put Neha on chutti on 2025-09-01 urgent,absence
forecast bduget for absence API,cost_estimation
who was absent for the past 2 weeks,absence
put Pooja on leave tomorrow,absence
log Neha as absnet on 2025-09-01 urgent,absence
Pls put nitin on leave on 2025-09-01 🙏,absence
<SCRIPT>ALERT(1)</SCRIPT> 🚀,OUT_OF_SCOPE
attendance report this week,absence
record Pryia as on chutti tomororw,absence
FLAG RAJ ON PTO ON 2025-09-01 ASAP,absence
what does TDO stand for,OUT_OF_SCOPE
log Aman as absent tomorrow,absence
assistant put Rohit on leave on 2025-09-01,absence
falg Manju on PTO toomrrow,absence
flag Arjun on PTO on 2025-09-01 asap,absence
mark Raj absent tomorrow,absence
who took PTO between 2 Jan and 7 Jan,absence
record Neha as on leave today,absence
flag Raj on PTO today,absence
record Arjun as on leave today,absence
put Sneha on leave tomorrow,absence
flag Priay on PTO on 2025-09-01,absence
hi flag Neha on PTO tomorrow,absence
assistant sohw absenecs for Q3 ok,absence
who was out between 2 Jan and 7 Jan,absence
set Nitin as absent on 2025-09-01,absence
PUT AISHA ON LEAVE TODAY 🚀,absence
bro set Ravi as absent tmoorrow,absence
who was out between 2 Jan and 7 Jan,absence
Draft spec for invoice microservice,tdo_drafting
record Kiran as on leave today ok,absence
cost prediction for invoice microservice,cost_estimation
record Sanjay as on leave tomorrow,absence
anyone on sick leave last week,absence
record Priya as on leave on 2025-09-01,absence
set Rohit as absent on 2025-09-01,absence
WHO HAD PTO FOR Q3,absence
RECORD RAVI AS ON LEAVE TODAY,absence
anyone on sick leave today,absence
set Deepa as absent on 2025-09-01 ok,absence
who was out on 2025-09-01,absence
leave status for for Q3,absence
chutti minded today,OUT_OF_SCOPE
BEREAVEMENT LEAVE POLICY DOC,OUT_OF_SCOPE
set Raj as absent on 2025-09-01,absence
yo mark Sneha absent toady urgent,absence
PLS WHAT IS THE BUDGET FOR KUBERNETES MIGRATION,cost_estimation
MARK GAURAV ABSENT TODAY,absence
Ballpark costs for absence api,cost_estimation
hey chutti status for for the past 2 weeks,absence
record Aman as on leave tomorrow,absence
who was absent last week,absence
prepare an architecture doc for payroll service,tdo_drafting
PLS WHO WAS OUT BETWEEN 1ST AND 7TH OK,absence
Hi attendance summary this week,absence
set Gaurav as absent on 2025-09-01,absence
PUT RAHUL ON LEAVE TOMORROW,absence
mark Raj absent today,absence
hi flag Sneha on PTO tomorrow,absence
hey log Sneha as absent on 2025-09-01 asap,absence
record Ravi as on leave on 2025-09-01,absence
hey predict infra costs for React front-end 🚀,cost_estimation
LOG AMAN AS ABSENT ON 2025-09-01,absence
flag Nitin on PTO today,absence
log Raj as absent today,absence
estimate cost for inventory system,cost_estimation
bereavement laeve policy doc,OUT_OF_SCOPE
mark Gaurav absent tomorrow,absence
assistant ballpark costs for analytics dashboard,cost_estimation
hi set Pojoa as chutti on 2025-09-01,absence
who had PTO between 2 Jan and 7 Jan,absence
Who toko pto between 2 jan and 7 jan 🙏,absence
leave-one-out cross validation,OUT_OF_SCOPE
bro kharcha prediction for reporting module thanks,cost_estimation
WHO ALL WERE OUT BETWEEN 1ST AND 7TH,absence
log Raj as absent on 2025-09-01,absence
MARK VIKRAM CHUTTI TOMORROW 🚀,absence
PUT SNEHA ON LEAVE TOMORROW 🚀,absence
absent minded today,OUT_OF_SCOPE
mrak Rohit absnet tomorrow,absence
reocrd Raj as on leave on 2025-09-01 🚀,absence
set Rohit as absent today,absence
Bro cancle subscription,OUT_OF_SCOPE
kaun was out next week 🚀,absence
attendance report on 2025-09-01,absence
flag Ravi on PTO on 2025-09-01,absence
log Deepa as absent on 2025-09-01 ok,absence
Hi estimate cost for absence api urgent,cost_estimation
capex/opex for ETL pipeline,cost_estimation
sketch technical design for data pipeline ok,tdo_drafting
bro who all were out last week,absence
log Priya as chutti today,absence
falg Rahul on PTO today,absence
Hey set raj as absent today thanks,absence
ATTENDANCE SUMMARY BETWEEN 1ST AND 7TH,absence
record Priya as on leave today,absence
log Raj as absent on 2025-09-01,absence
mark Aman absent tomorrow,absence
assistant kaun is on leave for the past 2 weeks 🚀,absence
put Arjun on leave on 2025-09-01,absence
SHOW ABSENCES BETWEEN 2 JAN AND 7 JAN 🙏,absence
YO SEKTCH TECHNICAL DESIGN FOR REACT FRONT-END,tdo_drafting
Who took pto for the last 10 days 🚀,absence
Put neha on leave tmoorrow ok,absence
who all were out on 2025-09-01,absence
FLAG RAHUL ON PTO TODAY,absence
yo put Vikram on leave today,absence
mark Neha absent tomorrow,absence
delete my account,OUT_OF_SCOPE
record Sanjay as on leave today,absence
set Vikram as absent tomorrow,absence
how to leave a review,OUT_OF_SCOPE
attendance summary in August,absence
Create a technical design outilne for billing gateway,tdo_drafting
rough budget for authentication service asap,cost_estimation
ballpark costs for chat serivce,cost_estimation
ATTENDANCE SUMMARY THSI WEEK,absence
sing out,OUT_OF_SCOPE
TCO estimate for React front-end asap,cost_estimation
Bro create a technical design outline for mobile app,tdo_drafting
bro capexo/pex for reporting module asap,cost_estimation
show absences tomorrow,absence
sketch technical design for billing gateway,tdo_drafting
hey draft HLD for inventory system 🙏,tdo_drafting
who had PTO between 1st and 7th thanks,absence
hi ballpark costs for billing gateway,cost_estimation
outline architecutre for notification system thanks,tdo_drafting
costume ideas for halloween,OUT_OF_SCOPE
draft spec for absence API,tdo_drafting
Yo who was absent for the past 2 weeks asap,absence
DRAFT A TDO FOR MOIBLE APP,tdo_drafting
hey set Manju as absent tomorrow ok,absence
set Kiran as absent on 2025-09-01,absence
Flag rohit on pto today,absence
HEY ATTENDANCE REPORT FOR Q3 ASAP,absence
assistant who took PTO next month 🚀,absence
pls mark Gaurav absent on 2025-0-901,absence
who was absent today,absence
who all were out on Monday,absence
